Country or Area Code,Year,Elec_proportion,Area_type
180,2017,1,RURAL
180,2017,40,URBAN
180,2018,1,RURAL
180,2018,41,URBAN
180,2018,19,ALLAREA
180,2019,19,ALLAREA
180,2019,1,RURAL
180,2019,41,URBAN
184,2006,98,URBAN
184,2006,99,ALLAREA
184,2007,98,URBAN
184,2007,99,ALLAREA
184,2008,99,URBAN
184,2008,99,ALLAREA
184,2009,99,URBAN
184,2009,99,ALLAREA
184,2010,99,URBAN
184,2010,99,ALLAREA
184,2011,99,URBAN
184,2011,99,ALLAREA
184,2012,99,ALLAREA
184,2012,99,URBAN
184,2013,100,ALLAREA
184,2013,100,URBAN
184,2014,100,ALLAREA
184,2014,100,URBAN
184,2015,100,URBAN
184,2015,100,ALLAREA
184,2016,100,URBAN
184,2016,100,ALLAREA
184,2017,100,URBAN
184,2017,100,ALLAREA
184,2018,100,URBAN
184,2018,100,ALLAREA
184,2019,100,URBAN
184,2019,100,ALLAREA
188,2000,93,RURAL
188,2000,100,URBAN
188,2000,97,ALLAREA
188,2001,100,URBAN
188,2001,96,RURAL
188,2001,98,ALLAREA
188,2002,99,ALLAREA
188,2002,100,URBAN
188,2002,96,RURAL
188,2003,97,RURAL
188,2003,100,URBAN
188,2003,99,ALLAREA
188,2004,97,RURAL
188,2004,100,URBAN
188,2004,99,ALLAREA
188,2005,97,RURAL
188,2005,100,URBAN
188,2005,99,ALLAREA
188,2006,98,RURAL
188,2006,100,URBAN
188,2006,99,ALLAREA
188,2007,100,URBAN
188,2007,99,ALLAREA
188,2007,98,RURAL
188,2008,99,ALLAREA
188,2008,98,RURAL
188,2008,100,URBAN
188,2009,98,RURAL
188,2009,100,URBAN
188,2009,99,ALLAREA
188,2010,97,RURAL
188,2010,100,URBAN
188,2010,99,ALLAREA
188,2011,97,RURAL
188,2011,100,URBAN
188,2011,99,ALLAREA
188,2012,98,RURAL
188,2012,100,URBAN
188,2012,100,ALLAREA
188,2013,98,RURAL
188,2013,100,URBAN
188,2013,100,ALLAREA
188,2014,100,URBAN
188,2014,98,RURAL
188,2014,99,ALLAREA
188,2015,99,ALLAREA
188,2015,98,RURAL
188,2015,100,URBAN
188,2016,98,RURAL
188,2016,100,URBAN
188,2016,100,ALLAREA
188,2017,99,RURAL
188,2017,100,URBAN
188,2017,100,ALLAREA
188,2018,100,ALLAREA
188,2018,99,RURAL
188,2018,100,URBAN
188,2019,99,RURAL
188,2019,100,URBAN
188,2019,100,ALLAREA
191,2000,100,RURAL
191,2000,100,URBAN
191,2000,100,ALLAREA
191,2001,100,RURAL
191,2001,100,URBAN
191,2001,100,ALLAREA
191,2002,100,URBAN
191,2002,100,ALLAREA
191,2002,100,RURAL
191,2003,100,URBAN
191,2003,100,RURAL
191,2003,100,ALLAREA
191,2004,100,ALLAREA
191,2004,100,RURAL
191,2004,100,URBAN
191,2005,100,URBAN
191,2005,100,RURAL
191,2005,100,ALLAREA
191,2006,100,ALLAREA
191,2006,100,URBAN
191,2006,100,RURAL
191,2007,100,RURAL
191,2007,100,URBAN
191,2007,100,ALLAREA
191,2008,100,ALLAREA
191,2008,100,RURAL
191,2008,100,URBAN
191,2009,100,RURAL
191,2009,100,URBAN
191,2009,100,ALLAREA
191,2010,100,RURAL
191,2010,100,URBAN
191,2010,100,ALLAREA
191,2011,100,URBAN
191,2011,100,ALLAREA
191,2011,100,RURAL
191,2012,100,ALLAREA
191,2012,100,RURAL
191,2012,100,URBAN
191,2013,100,ALLAREA
191,2013,100,RURAL
191,2013,100,URBAN
191,2014,100,ALLAREA
191,2014,100,RURAL
191,2014,100,URBAN
191,2015,100,RURAL
191,2015,100,URBAN
191,2015,100,ALLAREA
191,2016,100,RURAL
191,2016,100,URBAN
191,2016,100,ALLAREA
191,2017,100,RURAL
191,2017,100,URBAN
191,2017,100,ALLAREA
191,2018,100,ALLAREA
191,2018,100,URBAN
191,2018,100,RURAL
191,2019,100,ALLAREA
191,2019,100,RURAL
191,2019,100,URBAN
192,2000,88,RURAL
192,2000,100,URBAN
192,2000,97,ALLAREA
192,2001,96,ALLAREA
192,2001,85,RURAL
192,2001,100,URBAN
192,2002,82,RURAL
192,2002,100,URBAN
192,2002,96,ALLAREA
192,2003,87,RURAL
192,2003,100,URBAN
192,2003,97,ALLAREA
192,2004,97,ALLAREA
192,2004,87,RURAL
192,2004,100,URBAN
192,2005,100,URBAN
192,2005,97,ALLAREA
192,2005,88,RURAL
192,2006,88,RURAL
192,2006,100,URBAN
192,2006,97,ALLAREA
192,2007,100,URBAN
192,2007,97,ALLAREA
192,2007,89,RURAL
192,2008,100,URBAN
192,2008,97,ALLAREA
192,2008,89,RURAL
192,2009,97,ALLAREA
192,2009,100,URBAN
192,2009,90,RURAL
192,2010,98,ALLAREA
192,2010,100,URBAN
192,2010,90,RURAL
192,2011,98,ALLAREA
192,2011,100,URBAN
192,2011,91,RURAL
192,2012,92,RURAL
192,2012,100,URBAN
192,2012,98,ALLAREA
192,2013,98,ALLAREA
192,2013,92,RURAL
192,2013,100,URBAN
192,2014,93,RURAL
192,2014,100,URBAN
192,2014,98,ALLAREA
192,2015,94,RURAL
192,2015,100,URBAN
192,2015,99,ALLAREA
192,2016,99,ALLAREA
192,2016,100,URBAN
192,2016,96,RURAL
192,2017,100,URBAN
192,2017,99,ALLAREA
192,2017,97,RURAL
192,2018,98,RURAL
192,2018,100,URBAN
192,2018,100,ALLAREA
192,2019,99,RURAL
192,2019,100,URBAN
192,2019,100,ALLAREA
196,2000,100,URBAN
196,2000,100,RURAL
196,2000,100,ALLAREA
196,2001,100,RURAL
196,2001,100,ALLAREA
196,2001,100,URBAN
196,2002,100,ALLAREA
196,2002,100,RURAL
196,2002,100,URBAN
196,2003,100,RURAL
196,2003,100,URBAN
196,2003,100,ALLAREA
196,2004,100,RURAL
196,2004,100,URBAN
196,2004,100,ALLAREA
196,2005,100,ALLAREA
196,2005,100,RURAL
196,2005,100,URBAN
196,2006,100,RURAL
196,2006,100,URBAN
196,2006,100,ALLAREA
196,2007,100,RURAL
196,2007,100,URBAN
196,2007,100,ALLAREA
196,2008,100,ALLAREA
196,2008,100,URBAN
196,2008,100,RURAL
196,2009,100,URBAN
196,2009,100,RURAL
196,2009,100,ALLAREA
196,2010,100,ALLAREA
196,2010,100,RURAL
196,2010,100,URBAN
196,2011,100,ALLAREA
196,2011,100,URBAN
196,2011,100,RURAL
196,2012,100,ALLAREA
196,2012,100,RURAL
196,2012,100,URBAN
196,2013,100,ALLAREA
196,2013,100,RURAL
196,2013,100,URBAN
196,2014,100,ALLAREA
196,2014,100,RURAL
196,2014,100,URBAN
196,2015,100,RURAL
196,2015,100,URBAN
196,2015,100,ALLAREA
196,2016,100,URBAN
196,2016,100,ALLAREA
196,2016,100,RURAL
196,2017,100,RURAL
196,2017,100,ALLAREA
196,2017,100,URBAN
196,2018,100,URBAN
196,2018,100,ALLAREA
196,2018,100,RURAL
196,2019,100,RURAL
196,2019,100,URBAN
196,2019,100,ALLAREA
199,2000,45,URBAN
199,2000,16,ALLAREA
199,2000,6,RURAL
199,2001,10,RURAL
199,2001,47,URBAN
199,2001,19,ALLAREA
199,2002,13,RURAL
199,2002,24,ALLAREA
199,2002,55,URBAN
199,2003,56,URBAN
199,2003,14,RURAL
199,2003,25,ALLAREA
199,2004,14,RURAL
199,2004,57,URBAN
199,2004,25,ALLAREA
199,2005,26,ALLAREA
199,2005,61,URBAN
199,2005,13,RURAL
199,2006,30,ALLAREA
199,2006,18,RURAL
199,2006,61,URBAN
199,2007,36,ALLAREA
199,2007,25,RURAL
199,2007,64,URBAN
199,2008,20,RURAL
199,2008,64,URBAN
199,2008,32,ALLAREA
199,2009,33,ALLAREA
199,2009,21,RURAL
199,2009,65,URBAN
199,2010,20,RURAL
199,2010,68,URBAN
199,2010,33,ALLAREA
199,2011,20,RURAL
199,2011,70,URBAN
199,2011,34,ALLAREA
199,2012,38,ALLAREA
199,2012,71,URBAN
199,2012,25,RURAL
199,2013,71,URBAN
199,2013,39,ALLAREA
199,2013,25,RURAL
199,2014,39,ALLAREA
199,2014,25,RURAL
199,2014,71,URBAN
199,2015,72,URBAN
199,2015,42,ALLAREA
199,2015,28,RURAL
199,2016,33,RURAL
199,2016,74,URBAN
199,2016,46,ALLAREA
199,2017,50,ALLAREA
199,2017,77,URBAN
199,2017,37,RURAL
199,2018,52,ALLAREA
199,2018,76,URBAN
199,2018,40,RURAL
199,2019,78,URBAN
199,2019,53,ALLAREA
199,2019,40,RURAL
202,2000,24,ALLAREA
202,2000,58,URBAN
202,2000,9,RURAL
202,2001,27,ALLAREA
202,2001,60,URBAN
202,2001,11,RURAL
202,2002,28,ALLAREA
202,2002,12,RURAL
202,2002,62,URBAN
202,2003,63,URBAN
202,2003,15,RURAL
202,2003,30,ALLAREA
202,2004,30,ALLAREA
202,2004,63,URBAN
202,2004,14,RURAL
202,2005,29,ALLAREA
202,2005,11,RURAL
202,2005,65,URBAN
202,2006,32,ALLAREA
202,2006,15,RURAL
202,2006,66,URBAN
202,2007,68,URBAN
202,2007,23,RURAL
202,2007,39,ALLAREA
202,2008,34,ALLAREA
202,2008,67,URBAN
202,2008,16,RURAL
202,2009,33,ALLAREA
202,2009,68,URBAN
202,2009,15,RURAL
202,2010,33,ALLAREA
202,2010,15,RURAL
202,2010,68,URBAN
202,2011,15,RURAL
202,2011,72,URBAN
202,2011,35,ALLAREA
202,2012,17,RURAL
202,2012,72,URBAN
202,2012,37,ALLAREA
202,2013,18,RURAL
202,2013,38,ALLAREA
202,2013,72,URBAN
202,2014,17,RURAL
202,2014,72,URBAN
202,2014,38,ALLAREA
202,2015,38,ALLAREA
202,2015,72,URBAN
202,2015,17,RURAL
202,2016,23,RURAL
202,2016,43,ALLAREA
202,2016,75,URBAN
202,2017,43,ALLAREA
202,2017,76,URBAN
202,2017,21,RURAL
202,2018,46,ALLAREA
202,2018,76,URBAN
202,2018,25,RURAL
202,2019,46,ALLAREA
202,2019,78,URBAN
202,2019,25,RURAL
203,2000,100,ALLAREA
203,2000,100,URBAN
203,2000,100,RURAL
203,2001,100,ALLAREA
203,2001,100,URBAN
203,2001,100,RURAL
203,2002,100,RURAL
203,2002,100,URBAN
203,2002,100,ALLAREA
203,2003,100,RURAL
203,2003,100,URBAN
203,2003,100,ALLAREA
203,2004,100,ALLAREA
203,2004,100,RURAL
203,2004,100,URBAN
203,2005,100,RURAL
203,2005,100,URBAN
203,2005,100,ALLAREA
203,2006,100,URBAN
203,2006,100,ALLAREA
203,2006,100,RURAL
203,2007,100,URBAN
203,2007,100,ALLAREA
203,2007,100,RURAL
203,2008,100,ALLAREA
203,2008,100,RURAL
203,2008,100,URBAN
203,2009,100,ALLAREA
203,2009,100,URBAN
203,2009,100,RURAL
203,2010,100,ALLAREA
203,2010,100,RURAL
203,2010,100,URBAN
203,2011,100,URBAN
203,2011,100,ALLAREA
203,2011,100,RURAL
203,2012,100,ALLAREA
203,2012,100,RURAL
203,2012,100,URBAN
203,2013,100,ALLAREA
203,2013,100,URBAN
203,2013,100,RURAL
203,2014,100,URBAN
203,2014,100,RURAL
203,2014,100,ALLAREA
203,2015,100,ALLAREA
203,2015,100,RURAL
203,2015,100,URBAN
203,2016,100,URBAN
203,2016,100,ALLAREA
203,2016,100,RURAL
203,2017,100,ALLAREA
203,2017,100,RURAL
203,2017,100,URBAN
203,2018,100,URBAN
203,2018,100,ALLAREA
203,2018,100,RURAL
203,2019,100,ALLAREA
203,2019,100,RURAL
203,2019,100,URBAN
204,2000,5,RURAL
204,2000,47,URBAN
204,2000,22,ALLAREA
204,2001,4,RURAL
204,2001,22,ALLAREA
204,2001,50,URBAN
204,2002,23,ALLAREA
204,2002,7,RURAL
204,2002,49,URBAN
204,2003,50,URBAN
204,2003,24,ALLAREA
204,2003,8,RURAL
204,2004,8,RURAL
204,2004,51,URBAN
204,2004,25,ALLAREA
204,2005,52,URBAN
204,2005,26,ALLAREA
204,2005,9,RURAL
204,2006,57,URBAN
204,2006,28,ALLAREA
204,2006,8,RURAL
204,2007,10,RURAL
204,2007,54,URBAN
204,2007,28,ALLAREA
204,2008,10,RURAL
204,2008,55,URBAN
204,2008,29,ALLAREA
204,2009,11,RURAL
204,2009,56,URBAN
204,2009,30,ALLAREA
204,2010,34,ALLAREA
204,2010,65,URBAN
204,2010,11,RURAL
204,2011,67,URBAN
204,2011,37,ALLAREA
204,2011,14,RURAL
204,2012,15,RURAL
204,2012,69,URBAN
204,2012,38,ALLAREA
204,2013,61,URBAN
204,2013,35,ALLAREA
204,2013,13,RURAL
204,2014,16,RURAL
204,2014,56,URBAN
204,2014,34,ALLAREA
204,2015,11,RURAL
204,2015,52,URBAN
204,2015,30,ALLAREA
204,2016,37,ALLAREA
204,2016,62,URBAN
204,2016,15,RURAL
204,2017,54,URBAN
204,2017,17,RURAL
204,2017,35,ALLAREA
204,2018,39,ALLAREA
204,2018,17,RURAL
204,2018,64,URBAN
204,2019,17,RURAL
204,2019,65,URBAN
204,2019,40,ALLAREA
208,2000,100,RURAL
208,2000,100,URBAN
208,2000,100,ALLAREA
208,2001,100,URBAN
208,2001,100,RURAL
208,2001,100,ALLAREA
208,2002,100,RURAL
208,2002,100,URBAN
208,2002,100,ALLAREA
208,2003,100,URBAN
208,2003,100,ALLAREA
208,2003,100,RURAL
208,2004,100,ALLAREA
208,2004,100,URBAN
208,2004,100,RURAL
208,2005,100,ALLAREA
208,2005,100,RURAL
208,2005,100,URBAN
208,2006,100,RURAL
208,2006,100,URBAN
208,2006,100,ALLAREA
208,2007,100,RURAL
208,2007,100,URBAN
208,2007,100,ALLAREA
208,2008,100,RURAL
208,2008,100,URBAN
208,2008,100,ALLAREA
208,2009,100,URBAN
208,2009,100,ALLAREA
208,2009,100,RURAL
208,2010,100,URBAN
208,2010,100,RURAL
208,2010,100,ALLAREA
208,2011,100,URBAN
208,2011,100,ALLAREA
208,2011,100,RURAL
208,2012,100,ALLAREA
208,2012,100,RURAL
208,2012,100,URBAN
208,2013,100,URBAN
208,2013,100,ALLAREA
208,2013,100,RURAL
208,2014,100,URBAN
208,2014,100,ALLAREA
208,2014,100,RURAL
208,2015,100,RURAL
208,2015,100,URBAN
208,2015,100,ALLAREA
208,2016,100,URBAN
208,2016,100,ALLAREA
208,2016,100,RURAL
208,2017,100,RURAL
208,2017,100,URBAN
208,2017,100,ALLAREA
208,2018,100,URBAN
208,2018,100,ALLAREA
208,2018,100,RURAL
208,2019,100,URBAN
208,2019,100,ALLAREA
208,2019,100,RURAL
212,2000,81,ALLAREA
212,2001,82,ALLAREA
212,2002,88,ALLAREA
212,2003,85,ALLAREA
212,2004,86,ALLAREA
212,2005,88,ALLAREA
212,2006,89,ALLAREA
212,2007,90,ALLAREA
212,2008,91,ALLAREA
212,2009,93,ALLAREA
212,2010,94,ALLAREA
212,2011,95,ALLAREA
212,2012,97,ALLAREA
212,2013,98,ALLAREA
212,2014,100,ALLAREA
212,2015,100,ALLAREA
212,2016,100,RURAL
212,2016,100,ALLAREA
212,2017,100,RURAL
212,2017,100,ALLAREA
212,2018,100,RURAL
212,2018,100,ALLAREA
212,2019,100,RURAL
212,2019,100,ALLAREA
214,2000,76,RURAL
214,2000,97,URBAN
214,2000,89,ALLAREA
214,2001,90,ALLAREA
214,2001,78,RURAL
214,2001,97,URBAN
214,2002,78,RURAL
214,2002,97,URBAN
214,2002,90,ALLAREA
214,2003,78,RURAL
214,2003,89,ALLAREA
214,2003,95,URBAN
214,2004,80,RURAL
214,2004,96,URBAN
214,2004,90,ALLAREA
214,2005,80,RURAL
214,2005,95,URBAN
214,2005,90,ALLAREA
214,2006,94,URBAN
214,2006,81,RURAL
214,2006,90,ALLAREA
214,2007,90,RURAL
214,2007,97,ALLAREA
214,2007,100,URBAN
214,2008,100,URBAN
214,2008,98,ALLAREA
214,2008,93,RURAL
214,2009,93,RURAL
214,2009,100,URBAN
214,2009,98,ALLAREA
214,2010,94,RURAL
214,2010,100,URBAN
214,2010,98,ALLAREA
214,2011,92,RURAL
214,2011,100,URBAN
214,2011,98,ALLAREA
214,2012,98,ALLAREA
214,2012,92,RURAL
214,2012,100,URBAN
214,2013,98,ALLAREA
214,2013,100,URBAN
214,2013,93,RURAL
214,2014,94,RURAL
214,2014,100,URBAN
214,2014,98,ALLAREA
214,2015,100,URBAN
214,2015,99,ALLAREA
214,2015,94,RURAL
214,2016,95,RURAL
214,2016,100,URBAN
214,2016,99,ALLAREA
214,2017,100,RURAL
214,2017,100,URBAN
214,2017,100,ALLAREA
214,2018,100,URBAN
214,2018,99,ALLAREA
214,2018,96,RURAL
214,2019,100,URBAN
214,2019,100,ALLAREA
214,2019,100,RURAL
218,2000,85,RURAL
218,2000,99,URBAN
218,2000,94,ALLAREA
218,2001,86,RURAL
218,2001,99,URBAN
218,2001,94,ALLAREA
218,2002,99,URBAN
218,2002,94,ALLAREA
218,2002,87,RURAL
218,2003,88,RURAL
218,2003,99,URBAN
218,2003,95,ALLAREA
218,2004,88,RURAL
218,2004,99,URBAN
218,2004,95,ALLAREA
218,2005,90,RURAL
218,2005,100,URBAN
218,2005,96,ALLAREA
218,2006,91,RURAL
218,2006,100,URBAN
218,2006,96,ALLAREA
218,2007,92,RURAL
218,2007,100,URBAN
218,2007,97,ALLAREA
218,2008,93,RURAL
218,2008,97,ALLAREA
218,2008,100,URBAN
218,2009,92,RURAL
218,2009,99,URBAN
218,2009,96,ALLAREA
218,2010,94,RURAL
218,2010,100,URBAN
218,2010,97,ALLAREA
218,2011,97,ALLAREA
218,2011,100,URBAN
218,2011,92,RURAL
218,2012,97,ALLAREA
218,2012,93,RURAL
218,2012,100,URBAN
218,2013,95,RURAL
218,2013,100,URBAN
218,2013,98,ALLAREA
218,2014,98,RURAL
218,2014,100,URBAN
218,2014,99,ALLAREA
218,2015,97,RURAL
218,2015,100,URBAN
218,2015,99,ALLAREA
218,2016,97,RURAL
218,2016,100,URBAN
218,2016,99,ALLAREA
218,2017,99,ALLAREA
218,2017,100,URBAN
218,2017,98,RURAL
218,2018,100,URBAN
218,2018,97,RURAL
218,2018,99,ALLAREA
218,2019,100,RURAL
218,2019,100,URBAN
218,2019,100,ALLAREA
222,2000,68,RURAL
222,2000,96,URBAN
222,2000,85,ALLAREA
222,2001,87,ALLAREA
222,2001,72,RURAL
222,2001,97,URBAN
222,2002,88,ALLAREA
222,2002,97,URBAN
222,2002,73,RURAL
222,2003,87,ALLAREA
222,2003,96,URBAN
222,2003,72,RURAL
222,2004,96,URBAN
222,2004,87,ALLAREA
222,2004,73,RURAL
222,2005,73,RURAL
222,2005,96,URBAN
222,2005,88,ALLAREA
222,2006,76,RURAL
222,2006,97,URBAN
222,2006,89,ALLAREA
222,2007,81,RURAL
222,2007,97,URBAN
222,2007,91,ALLAREA
222,2008,96,URBAN
222,2008,91,ALLAREA
222,2008,81,RURAL
222,2009,97,URBAN
222,2009,91,ALLAREA
222,2009,81,RURAL
222,2010,82,RURAL
222,2010,97,URBAN
222,2010,92,ALLAREA
222,2011,83,RURAL
222,2011,97,URBAN
222,2011,93,ALLAREA
222,2012,85,RURAL
222,2012,98,URBAN
222,2012,94,ALLAREA
222,2013,89,RURAL
222,2013,98,URBAN
222,2013,95,ALLAREA
222,2014,89,RURAL
222,2014,98,URBAN
222,2014,95,ALLAREA
222,2015,89,RURAL
222,2015,98,URBAN
222,2015,95,ALLAREA
222,2016,98,URBAN
222,2016,96,ALLAREA
222,2016,90,RURAL
222,2017,91,RURAL
222,2017,99,URBAN
222,2017,97,ALLAREA
222,2018,99,URBAN
222,2018,93,RURAL
222,2018,97,ALLAREA
222,2019,100,RURAL
222,2019,99,URBAN
222,2019,100,ALLAREA
226,2011,10,RURAL
226,2011,93,URBAN
226,2011,66,ALLAREA
226,2012,66,ALLAREA
226,2012,92,URBAN
226,2012,7,RURAL
226,2013,66,ALLAREA
226,2013,6,RURAL
226,2013,92,URBAN
226,2014,5,RURAL
226,2014,92,URBAN
226,2014,66,ALLAREA
226,2015,4,RURAL
226,2015,92,URBAN
226,2015,66,ALLAREA
226,2016,4,RURAL
226,2016,91,URBAN
226,2016,66,ALLAREA
226,2017,3,RURAL
226,2017,91,URBAN
226,2017,66,ALLAREA
226,2018,66,ALLAREA
226,2018,91,URBAN
226,2018,3,RURAL
226,2019,91,URBAN
226,2019,2,RURAL
226,2019,67,ALLAREA
231,2000,2,RURAL
231,2000,76,URBAN
231,2000,13,ALLAREA
231,2001,16,RURAL
231,2001,79,URBAN
231,2001,25,ALLAREA
231,2002,26,ALLAREA
231,2002,17,RURAL
231,2002,80,URBAN
231,2003,18,RURAL
231,2003,81,URBAN
231,2003,27,ALLAREA
231,2004,28,ALLAREA
231,2004,18,RURAL
231,2004,81,URBAN
231,2005,86,URBAN
231,2005,1,RURAL
231,2005,14,ALLAREA
231,2006,30,ALLAREA
231,2006,83,URBAN
231,2006,20,RURAL
231,2007,80,ALLAREA
231,2007,79,RURAL
231,2007,83,URBAN
231,2008,32,ALLAREA
231,2008,84,URBAN
231,2008,21,RURAL
231,2009,32,ALLAREA
231,2009,22,RURAL
231,2009,85,URBAN
231,2010,22,RURAL
231,2010,86,URBAN
231,2010,33,ALLAREA
231,2011,23,ALLAREA
231,2011,10,RURAL
231,2011,85,URBAN
231,2012,24,RURAL
231,2012,87,URBAN
231,2012,35,ALLAREA
231,2013,36,ALLAREA
231,2013,24,RURAL
231,2013,88,URBAN
231,2014,27,ALLAREA
231,2014,92,URBAN
231,2014,12,RURAL
231,2015,29,ALLAREA
231,2015,85,URBAN
231,2015,15,RURAL
231,2016,32,RURAL
231,2016,85,URBAN
231,2016,43,ALLAREA
231,2017,44,ALLAREA
231,2017,97,URBAN
231,2017,31,RURAL
231,2018,92,URBAN
231,2018,45,ALLAREA
231,2018,33,RURAL
231,2019,93,URBAN
231,2019,48,ALLAREA
231,2019,36,RURAL
232,2000,29,ALLAREA
232,2000,11,RURAL
232,2000,79,URBAN
232,2001,12,RURAL
232,2001,79,URBAN
232,2001,30,ALLAREA
232,2002,14,RURAL
232,2002,78,URBAN
232,2002,32,ALLAREA
232,2003,13,RURAL
232,2003,78,URBAN
232,2003,32,ALLAREA
232,2004,78,URBAN
232,2004,34,ALLAREA
232,2004,14,RURAL
232,2005,35,ALLAREA
232,2005,15,RURAL
232,2005,78,URBAN
232,2006,16,RURAL
232,2006,78,URBAN
232,2006,36,ALLAREA
232,2007,37,ALLAREA
232,2007,17,RURAL
232,2007,78,URBAN
232,2008,17,RURAL
232,2008,77,URBAN
232,2008,38,ALLAREA
232,2009,18,RURAL
232,2009,77,URBAN
232,2009,39,ALLAREA
232,2010,20,RURAL
232,2010,77,URBAN
232,2010,40,ALLAREA
232,2011,21,RURAL
232,2011,77,URBAN
232,2011,41,ALLAREA
232,2012,42,ALLAREA
232,2012,23,RURAL
232,2012,77,URBAN
232,2013,25,RURAL
232,2013,77,URBAN
232,2013,43,ALLAREA
232,2014,44,ALLAREA
232,2014,77,URBAN
232,2014,27,RURAL
232,2015,29,RURAL
232,2015,76,URBAN
232,2015,46,ALLAREA
232,2016,31,RURAL
232,2016,76,URBAN
232,2016,47,ALLAREA
232,2017,48,ALLAREA
232,2017,76,URBAN
232,2017,33,RURAL
232,2018,49,ALLAREA
232,2018,35,RURAL
232,2018,76,URBAN
232,2019,37,RURAL
232,2019,76,URBAN
232,2019,50,ALLAREA
233,2000,100,RURAL
233,2000,100,URBAN
233,2000,100,ALLAREA
233,2001,100,ALLAREA
233,2001,100,RURAL
233,2001,100,URBAN
233,2002,100,RURAL
233,2002,100,URBAN
233,2002,100,ALLAREA
233,2003,100,ALLAREA
233,2003,100,URBAN
233,2003,100,RURAL
233,2004,100,ALLAREA
233,2004,100,RURAL
233,2004,100,URBAN
233,2005,100,URBAN
233,2005,100,ALLAREA
233,2005,100,RURAL
233,2006,100,ALLAREA
233,2006,100,RURAL
233,2006,100,URBAN
233,2007,100,RURAL
233,2007,100,URBAN
233,2007,100,ALLAREA
233,2008,100,ALLAREA
233,2008,100,RURAL
233,2008,100,URBAN
233,2009,100,URBAN
233,2009,100,ALLAREA
233,2009,100,RURAL
233,2010,100,ALLAREA
233,2010,100,RURAL
233,2010,100,URBAN
233,2011,100,RURAL
233,2011,100,URBAN
233,2011,100,ALLAREA
233,2012,100,RURAL
233,2012,100,URBAN
233,2012,100,ALLAREA
233,2013,100,RURAL
233,2013,100,URBAN
233,2013,100,ALLAREA
233,2014,100,RURAL
233,2014,100,URBAN
233,2014,100,ALLAREA
233,2015,100,ALLAREA
233,2015,100,RURAL
233,2015,100,URBAN
233,2016,100,RURAL
233,2016,100,URBAN
233,2016,100,ALLAREA
233,2017,100,ALLAREA
233,2017,100,RURAL
233,2017,100,URBAN
233,2018,100,RURAL
233,2018,100,URBAN
233,2018,100,ALLAREA
233,2019,100,RURAL
233,2019,100,ALLAREA
233,2019,100,URBAN
234,2000,100,RURAL
234,2000,100,ALLAREA
234,2000,100,URBAN
234,2001,100,ALLAREA
234,2001,100,RURAL
234,2001,100,URBAN
234,2002,100,RURAL
234,2002,100,URBAN
234,2002,100,ALLAREA
234,2003,100,RURAL
234,2003,100,URBAN
234,2003,100,ALLAREA
234,2004,100,RURAL
234,2004,100,URBAN
234,2004,100,ALLAREA
234,2005,100,URBAN
234,2005,100,ALLAREA
234,2005,100,RURAL
234,2006,100,RURAL
234,2006,100,URBAN
234,2006,100,ALLAREA
234,2007,100,RURAL
234,2007,100,URBAN
234,2007,100,ALLAREA
234,2008,100,ALLAREA
234,2008,100,RURAL
234,2008,100,URBAN
234,2009,100,ALLAREA
234,2009,100,RURAL
234,2009,100,URBAN
234,2010,100,RURAL
234,2010,100,ALLAREA
234,2010,100,URBAN
234,2011,100,RURAL
234,2011,100,URBAN
234,2011,100,ALLAREA
234,2012,100,RURAL
234,2012,100,URBAN
234,2012,100,ALLAREA
234,2013,100,ALLAREA
234,2013,100,URBAN
234,2013,100,RURAL
234,2014,100,ALLAREA
234,2014,100,RURAL
234,2014,100,URBAN
234,2015,100,URBAN
234,2015,100,ALLAREA
234,2015,100,RURAL
234,2016,100,RURAL
234,2016,100,ALLAREA
234,2016,100,URBAN
234,2017,100,RURAL
234,2017,100,URBAN
234,2017,100,ALLAREA
234,2018,100,ALLAREA
234,2018,100,RURAL
234,2018,100,URBAN
234,2019,100,ALLAREA
234,2019,100,URBAN
234,2019,100,RURAL
242,2000,76,ALLAREA
242,2000,91,URBAN
242,2000,61,RURAL
242,2001,77,ALLAREA
242,2001,63,RURAL
242,2001,92,URBAN
242,2002,68,RURAL
242,2002,92,URBAN
242,2002,80,ALLAREA
242,2003,68,RURAL
242,2003,92,URBAN
242,2003,80,ALLAREA
242,2004,69,RURAL
242,2004,93,URBAN
242,2004,81,ALLAREA
242,2005,71,RURAL
242,2005,94,URBAN
242,2005,82,ALLAREA
242,2006,83,ALLAREA
242,2006,73,RURAL
242,2006,94,URBAN
242,2007,95,URBAN
242,2007,89,ALLAREA
242,2007,83,RURAL
242,2008,75,RURAL
242,2008,96,URBAN
242,2008,86,ALLAREA
242,2009,78,RURAL
242,2009,96,URBAN
242,2009,87,ALLAREA
242,2010,82,RURAL
242,2010,96,URBAN
242,2010,89,ALLAREA
242,2011,83,RURAL
242,2011,97,URBAN
242,2011,90,ALLAREA
242,2012,91,ALLAREA
242,2012,97,URBAN
242,2012,84,RURAL
242,2013,85,RURAL
242,2013,97,URBAN
242,2013,92,ALLAREA
242,2014,94,ALLAREA
242,2014,89,RURAL
242,2014,98,URBAN
242,2015,91,RURAL
242,2015,99,URBAN
242,2015,95,ALLAREA
242,2016,97,ALLAREA
242,2016,93,RURAL
242,2016,99,URBAN
242,2017,91,RURAL
242,2017,100,URBAN
